1,2,3,4,5,6,7,8,9
1,36596U,10027A,24299.50637,0.00010815,00000-0,71616-3,0,9998
2,36596,97.7686,295.219,8004,8.625,351.5113,15.07478472,
1,36596U,10027A,24299.83826,0.00011195,00000-0,74100-3,0,9996
2,36596,97.7685,295.5541,7943,7.3767,352.7575,15.07486259,
1,36597U,10027B,24299.87882,0.00007307,00000-0,60351-3,0,9992
2,36597,98.0504,299.2564,55177,122.4656,238.1917,14.98084528,
1,36598U,10028A,24299.54901,0.00001113,00000-0,28690-3,0,9991
2,36598,98.2934,128.9202,1038,89.1087,271.0228,14.51939365,
1,36599U,10028B,24299.53821,0.00001914,00000-0,41922-3,0,9998
2,36599,98.0664,147.2925,52753,281.0656,78.4613,14.57954597,
1,36599U,10028B,24299.81273,0.00001924,00000-0,42133-3,0,9992
2,36599,98.0663,147.5588,52739,280.1938,79.3316,14.57955756,
1,36600U,10028C,24298.77911,0.00000143,00000-0,11559-3,0,9995
2,36600,98.3093,220.3725,375296,64.9862,349.9932,13.72702254,
1,36601U,10028D,24299.80463,0.00001905,00000-0,49513-3,0,9990
2,36601,98.3373,135.7506,17952,56.2111,304.079,14.50686174,
1,36606U,10030B,24298.68643,0.00002237,00000-0,35643-3,0,9991
2,36606,97.3935,303.5121,423988,259.4061,95.9113,14.270855,
1,36606U,10030B,24299.52781,0.00002117,00000-0,33785-3,0,9990
2,36606,97.3934,304.2268,423990,256.8451,98.5109,14.27088784,
1,36622U,93036BEL,24298.81582,0.00010461,00000-0,16544-2,0,9990
2,36622,74.0158,233.8683,73278,114.3253,246.5593,14.7056393,
1,36682U,99025DZC,24299.78903,0.0000555,00000-0,53778-2,0,9994
2,36682,98.4735,246.3432,238380,298.53,59.2036,13.6817729,
1,36695U,99025DZR,24299.73808,0.00005033,00000-0,10320-2,0,9998
2,36695,98.1859,290.0187,261228,305.5668,52.1424,14.4185058,
1,36699U,99025DZV,24299.72174,0.00001811,00000-0,78125-3,0,9993
2,36699,98.545,299.4698,93819,253.7136,105.3708,14.23368106,
1,36745U,10032B,24298.61785,0.00000146,00000-0,00000-0,0,9994
2,36745,0.0599,37.2155,3742,157.2253,92.0366,1.00274439,52625
1,36746U,10032C,24298.77353,0.00007082,00000-0,19419-2,0,9997
2,36746,1.6957,291.1216,7079139,103.0019,337.8676,2.536913131,
1,36795U,10035A,24299.80976,0.0000266,00000-0,36863-3,0,9995
2,36795,97.8443,354.7573,11393,339.6093,20.4662,14.7876198,
1,36796U,10035B,24298.61706,0.00009883,00000-0,86383-3,0,9992
2,36796,98.1452,167.3211,9817,189.6477,170.4557,14.96953089,
1,36796U,10035B,24299.55286,0.00008611,00000-0,75320-3,0,9999
2,36796,98.1451,168.2958,9920,186.8909,173.2177,14.96969068,
1,36797U,10035C,24299.67007,0.00006373,00000-0,62368-3,0,9998
2,36797,98.1645,166.0422,8403,234.2984,125.7453,14.92658452,
1,36798U,10035D,24298.83582,0.00002407,00000-0,38431-3,0,9996
2,36798,97.7788,315.7074,1674,73.6833,286.4559,14.7274236,
1,36798U,10035D,24299.787,0.00002568,00000-0,40950-3,0,9996
2,36798,97.7787,316.6182,1653,73.3182,286.8207,14.72747325,
1,36799U,10035E,24298.64099,0.00024348,00000-0,16205-2,0,9998
2,36799,98.0707,193.939,5331,125.7664,234.4058,15.07117529,
1,36799U,10035E,24299.70326,0.00021655,00000-0,14405-2,0,9993
2,36799,98.0709,195.0528,5440,123.4718,236.7029,15.07163956,
1,36800U,10035F,24298.80762,0.00012041,00000-0,87824-3,0,9992
2,36800,97.9902,194.9369,16405,98.6973,261.611,15.03764791,
1,36800U,10035F,24299.80573,0.00011596,00000-0,84546-3,0,9997
2,36800,97.9906,195.9677,16419,95.7733,264.5364,15.037879,
1,36827U,10028F,24299.54515,0.0000136,00000-0,40745-3,0,9995
2,36827,98.4887,142.1631,40683,242.1384,117.5682,14.43952472,
1,36828U,10036A,24298.59511,-0.0000011,00000-0,00000-0,0,9998
2,36828,54.2529,168.392,42592,206.6756,337.7798,1.00293407,52073
1,36828U,10036A,24299.63564,-0.00000105,00000-0,00000+0,0,9996
2,36828,54.2529,168.3826,42565,206.6308,353.5224,1.00293177,52211
1,36830U,10037A,24298.67897,-0.00000065,00000-0,00000+0,0,9992
2,36830,0.0219,163.7376,5746,50.1369,57.1616,1.00272991,52265
1,36830U,10037A,24298.67897,-0.00000065,00000-0,00000-0,0,9993
2,36830,0.0219,163.7376,5746,50.1369,57.1616,1.00272991,52344
1,36831U,10037B,24298.84147,0.00000011,00000-0,00000+0,0,9992
2,36831,0.0185,139.8663,6760,88.0571,111.668,1.00271563,52264
1,36831U,10037B,24298.84147,0.00000011,00000-0,00000-0,0,9993
2,36831,0.0185,139.8663,6760,88.0571,111.668,1.00271563,52275
1,36832U,10037C,24298.45042,0.00005339,00000-0,12540-2,0,9991
2,36832,2.394,279.5772,7047428,153.2195,273.5624,2.580904601,
1,36832U,10037C,24299.60964,0.00005327,00000-0,12466-2,0,9997
2,36832,2.3903,279.0447,7047515,154.309,270.6457,2.581025041,
1,36834U,10038A,24299.83174,0.00002336,00000-0,29124-3,0,9997
2,36834,97.9442,316.2467,1342,89.7086,83.1784,14.83396696,
1,36860U,82025AX,24299.56125,0.00009116,00000-0,47373-2,0,9995
2,36860,82.5239,37.4956,23405,21.7866,338.4301,14.14448772,50102
1,36868U,10039A,24298.71785,0.00000146,00000-0,00000-0,0,9997
2,36868,6.7115,75.6465,3982,130.5342,115.8024,1.00269112,47639
1,36868U,10039A,24299.06641,0.00000146,00000-0,00000+0,0,9990
2,36868,6.7122,75.6397,4053,130.3312,241.832,1.00269264,52426
1,36869U,10039B,24299.41656,0.00025672,00000-0,23250-2,0,9992
2,36869,20.1476,239.8861,4597440,307.8818,18.7483,6.346374423,
1,36882U,89001V,24298.77891,0.0015382,00000-0,33777+0,0,9993
2,36882,64.7084,109.4397,2257968,156.656,215.5634,9.904675555,
1,36882U,89001V,24298.77891,0.0015382,00000-0,33777+0,0,9993
2,36882,64.7084,109.4397,2257968,156.656,215.5634,9.904675555,
1,36882U,89001V,24299.78841,0.00156588,00000-0,34240+0,0,9996
2,36882,64.7133,108.0956,2256930,156.5497,215.7131,9.907943995,
1,36935U,87011P,24299.63073,0.00005135,00000-0,17066-2,0,9990
2,36935,65.0064,67.0038,22174,258.9785,100.8809,14.38431171,
1,36984U,65108DQ,24299.83599,0.00003075,00000-0,66785-2,0,9992
2,36984,26.4016,122.8902,4099546,86.3035,318.3925,6.759892376,
1,36985U,10040A,24298.77517,0.00073488,00000-0,87555-3,0,9994
2,36985,97.5475,195.7848,16853,105.0258,255.2865,15.60682385,
1,36985U,10040A,24299.80099,0.00070625,00000-0,83703-3,0,9995
2,36985,97.5475,196.8762,16865,102.0869,258.2279,15.60829712,
1,37003U,99025ECK,24299.85212,0.0000233,00000-0,16926-2,0,9995
2,37003,98.8898,332.925,97090,219.201,316.1838,13.95061258,
1,37108U,93036BGE,24299.77152,0.00007855,00000-0,25433-2,0,9992
2,37108,74.0439,122.3342,100075,300.4833,58.6465,14.36310609,
1,37138U,10041B,24299.58522,-0.00000037,00000-0,00000+0,0,9997
2,37138,63.9095,210.7885,40213,178.6335,5.1056,2.130982831,
1,37143U,10041G,24297.68862,0.00124139,00000-0,60253-2,0,9991
2,37143,64.3937,87.3028,3928998,325.9766,14.1418,7.589664552,
1,37143U,10041G,24299.66432,0.00124629,00000-0,60292-2,0,9995
2,37143,64.4015,85.5044,3926306,325.8263,14.219,7.594902322,
1,37150U,10042A,24298.74352,0.00000087,00000-0,00000-0,0,9999
2,37150,2.6669,84.775,2951,163.8414,256.7143,0.99701221,51894
1,37150U,10042A,24299.67248,0.00000081,00000-0,00000+0,0,9995
2,37150,2.6693,84.7639,2935,164.56,229.4376,0.99701734,51832
1,37152U,10043A,24298.88108,0.00000079,00000-0,49551-3,0,9995
2,37152,82.4541,80.5285,1286,46.3238,122.9559,12.42956587,
1,37152U,10043A,24299.83489,0.0000007,00000-0,43281-3,0,9992
2,37152,82.4543,79.9318,1255,45.3671,69.7705,12.42956641,
1,37153U,10043B,24298.83306,0.00000041,00000-0,23284-3,0,9999
2,37153,82.4531,92.3857,6908,310.8475,49.2004,12.40773966,
1,37153U,10043B,24299.80066,0.00000055,00000-0,33811-3,0,9997
2,37153,82.4533,91.7828,6864,308.5805,51.4657,12.40774097,
1,37154U,10043C,24298.84105,0.0000007,00000-0,42792-3,0,9994
2,37154,82.4583,78.1202,14688,175.3966,339.7154,12.43718626,
1,37154U,10043C,24299.87835,0.00000063,00000-0,38066-3,0,9990
2,37154,82.4586,77.4706,14724,173.1632,304.0788,12.43718696,
1,37155U,10043D,24298.85215,0.00000025,00000-0,52684-4,0,9998
2,37155,82.4632,218.2064,199525,127.6049,295.5379,12.78560149,
1,37155U,10043D,24298.85215,0.00000025,00000-0,52684-4,0,9998
2,37155,82.4632,218.2064,199525,127.6049,295.5379,12.78560149,
1,37158U,10045A,24299.50584,0.00000046,00000-0,00000+0,0,9992
2,37158,43.4198,122.9993,4832,90.0656,85.6319,0.87715463,51136
1,37165U,10047A,24299.80566,0.00003341,00000-0,44533-3,0,9999
2,37165,98.4359,125.0004,36359,5.7155,354.4463,14.79919274,
1,37166U,10047B,24298.85304,0.00006646,00000-0,74607-3,0,9995
2,37166,97.873,266.0068,23070,96.5542,263.8301,14.86907559,
1,37166U,10047B,24298.85304,0.00006646,00000-0,74607-3,0,9995
2,37166,97.873,266.0068,23070,96.5542,263.8301,14.86907559,
1,37166U,10047B,24299.86246,0.00006976,00000-0,78242-3,0,9992
2,37166,97.873,267.0074,23114,93.5488,266.8372,14.86921271,
1,37167U,10047C,24298.88849,0.00006023,00000-0,68000-3,0,9991
2,37167,97.9056,267.3197,22626,100.2644,260.1125,14.86716642,
1,37167U,10047C,24299.89804,0.00006069,00000-0,68504-3,0,9997
2,37167,97.9054,268.3243,22610,97.2823,263.0964,14.86729066,
1,37168U,10048A,24298.88874,0.00009395,00000-0,53816-3,0,9995
2,37168,97.815,161.4104,95353,101.9022,81.3994,15.08986335,
1,37168U,10048A,24299.87361,0.0000968,00000-0,55410-3,0,9997
2,37168,97.8151,162.4135,95317,98.6217,31.5391,15.09004538,
1,37179U,10051A,24298.86839,0.00014679,00000-0,98623-3,0,9993
2,37179,97.8447,294.2767,25239,117.1475,243.2329,15.06626606,
1,37179U,10051A,24298.86839,0.00014679,00000-0,98623-3,0,9993
2,37179,97.8447,294.2767,25239,117.1475,243.2329,15.06626606,
1,37179U,10051A,24299.86461,0.00013331,00000-0,89552-3,0,9994
2,37179,97.8447,295.2913,25365,113.9214,246.4674,15.06653415,
1,37180U,10051B,24298.87132,0.00003815,00000-0,33631-3,0,9999
2,37180,97.8503,288.5991,11764,148.2714,211.9218,14.96993995,
1,37180U,10051B,24298.87132,0.00003815,00000-0,33631-3,0,9999
2,37180,97.8503,288.5991,11764,148.2714,211.9218,14.96993995,
1,37180U,10051B,24299.87395,0.000035,00000-0,30894-3,0,9997
2,37180,97.8503,289.6058,11800,145.298,214.9013,14.97001226,
1,37181U,10051C,24299.79161,0.00011627,00000-0,65964-3,0,9991
2,37181,97.8537,316.9758,86344,10.2345,350.0615,15.09947335,
1,37185U,10053A,24298.60874,-0.00000031,00000-0,00000-0,0,9991
2,37185,0.0379,62.2785,415,156.6556,278.5444,1.00272547,51467
1,37185U,10053A,24299.53989,-0.0000003,00000-0,00000+0,0,9998
2,37185,0.0345,63.6437,192,187.2538,222.714,1.00271147,51437
1,37188U,10054A,24298.85191,-0.00000096,00000-0,42583-4,0,9993
2,37188,52.0011,136.1856,1158,97.9924,7.1309,12.62266272,
1,37188U,10054A,24299.88182,-0.00000084,00000-0,11249-3,0,9993
2,37188,52.0011,133.0502,1158,99.0732,8.395,12.62266339,
1,37189U,10054B,24298.87758,-0.00000087,00000-0,91313-4,0,9997
2,37189,51.9989,135.4621,766,93.5652,10.8044,12.62258237,
1,37189U,10054B,24299.82136,-0.00000074,00000-0,16837-3,0,9990
2,37189,51.9989,132.5888,760,94.2998,340.793,12.62258356,
1,37190U,10054C,24298.74102,-0.00000075,00000-0,16311-3,0,9995
2,37190,52.0003,136.0338,905,111.3016,328.3028,12.62272524,
1,37190U,10054C,24299.85469,-0.00000065,00000-0,21590-3,0,9990
2,37190,52.0003,132.6433,896,112.5184,350.2552,12.622726,
1,37191U,10054D,24298.82179,-0.00000093,00000-0,58641-4,0,9994
2,37191,52.006,92.5723,840,102.2676,45.4242,12.62265827,
1,37192U,10054E,24298.8326,-0.00000084,00000-0,10797-3,0,9994
2,37192,51.9933,178.141,764,78.8081,359.0649,12.6226805,
1,37192U,10054E,24299.92697,-0.00000084,00000-0,10899-3,0,9992
2,37192,51.9931,174.8089,777,79.9142,293.3828,12.62268108,
1,37193U,10054F,24298.8481,-0.00000102,00000-0,12510-4,0,9997
2,37193,52.0049,91.7295,884,109.907,38.1599,12.6227155,
1,37193U,10054F,24299.79854,-0.00000098,00000-0,31937-4,0,9997
2,37193,52.005,88.8362,877,111.1125,38.0039,12.6227156,
1,37198U,08011C,24298.58374,0.00001702,00000-0,42633-2,0,9998
2,37198,49.2924,43.0125,6549836,191.0555,140.9896,3.124107372,
1,37198U,08011C,24299.54306,0.0000266,00000-0,65731-2,0,9991
2,37198,49.2949,42.647,6549750,191.3727,139.9206,3.124152812,
1,37201U,08011F,24298.73162,0.00000122,00000-0,80143-2,0,9994
2,37201,48.922,255.4783,6329524,8.5761,163.5952,3.060360792,
1,37206U,10056A,24299.32992,0.00006628,00000-0,17724-2,0,9992
2,37206,2.5902,4.387,6944046,158.5294,257.6252,2.712513991,
1,37207U,10056B,24299.60258,-0.00000357,00000-0,00000+0,0,9998
2,37207,0.0487,46.1694,2563,225.0341,90.0718,1.00271841,51266
1,37208U,10056C,24298.45742,0.00019652,00000-0,20952-2,0,9999
2,37208,2.717,289.2353,6923468,305.0789,8.0528,2.764158891,
1,37208U,10056C,24299.90409,0.00018598,00000-0,19561-2,0,9991
2,37208,2.7138,288.515,6923403,306.5637,7.7613,2.764702031,
1,37210U,10057A,24298.73484,-0.00000119,00000-0,00000-0,0,9999
2,37210,2.158,69.9065,9059,172.3151,215.9633,1.00270499,51275
1,37210U,10057A,24299.56975,-0.00000117,00000-0,00000+0,0,9999
2,37210,2.16,69.9089,9048,172.5005,157.1645,1.00270548,51277
1,37212U,10058A,24298.14259,0.00000029,00000-0,00000-0,0,9999
2,37212,63.4725,151.6923,6501021,263.6491,24.2031,2.005847831,
1,37214U,10059A,24298.8602,0.0000028,00000-0,16934-3,0,9993
2,37214,99.0445,328.7087,23184,86.6194,325.6198,14.1459946,
1,37214U,10059A,24298.8602,0.0000028,00000-0,16934-3,0,9993
2,37214,99.0445,328.7087,23184,86.6194,325.6198,14.1459946,
1,37214U,10059A,24299.57943,0.00000301,00000-0,18010-3,0,9996
2,37214,99.0445,329.437,23163,84.652,28.2729,14.1460005,
1,37214U,10059A,24299.87409,0.00000308,00000-0,18374-3,0,9997
2,37214,99.0444,329.7353,23163,83.8557,88.8314,14.14600296,
1,37215U,10059B,24299.53842,0.00000785,00000-0,21836-3,0,9991
2,37215,98.8462,155.3968,86219,230.6278,128.7254,14.47325016,
1,37216U,10060A,24298.80261,0.00001661,00000-0,21516-3,0,9997
2,37216,97.8885,120.082,1369,87.8477,272.2893,14.82165017,
1,37216U,10060A,24299.81526,0.00001725,00000-0,22317-3,0,9996
2,37216,97.8884,121.0802,1372,86.9082,273.2288,14.82168721,
1,37219U,10061B,24299.62058,-0.00000238,00000-0,00000+0,0,9997
2,37219,18.7464,36.659,5453755,108.9611,335.9382,1.94594044,99059
1,37220U,10061C,24299.74428,0.00009028,00000-0,19619-2,0,9990
2,37220,49.4196,71.5175,5453972,108.281,316.3177,4.870684492,
1,37223U,10062B,24298.50713,0.00009498,00000-0,91479-3,0,9995
2,37223,71.972,327.7957,12557,106.2287,254.0265,14.93067044,24302
1,37223U,10062B,24298.50713,0.00009498,00000-0,91479-3,0,9995
2,37223,71.972,327.7957,12557,106.2287,254.0265,14.93067044,24302
1,37224U,10062C,24299.55997,0.00006328,00000-0,67786-3,0,9993
2,37224,71.9741,354.3774,13200,130.9871,229.2441,14.8893916,27223
1,37225U,10062D,24299.60219,0.00002462,00000-0,32590-3,0,9996
2,37225,71.9747,52.103,16570,180.2276,179.8883,14.80778581,25327
1,37227U,10062F,24298.69449,0.00004058,00000-0,50433-3,0,9996
2,37227,71.9703,36.5206,14350,172.6512,187.4866,14.83047351,
1,37227U,10062F,24299.70627,0.00003895,00000-0,48434-3,0,9997
2,37227,71.9705,34.2666,14256,170.6456,189.4978,14.83054871,
1,37233U,10063B,24298.31528,-0.00000135,00000-0,00000-0,0,9997
2,37233,7.9225,92.7526,216659,43.3718,318.3596,1.04039074,20051
1,37234U,10064A,24298.7649,-0.00000148,00000-0,00000-0,0,9996
2,37234,5.6964,91.9029,19765,241.9757,286.7461,0.9841757,50857
1,37236U,77087D,24298.82592,0.00001816,00000-0,17471-2,0,9995
2,37236,82.9691,240.6878,32308,186.4398,202.8829,13.79386837,
1,37236U,77087D,24298.82592,0.00001816,00000-0,17471-2,0,9995
2,37236,82.9691,240.6878,32308,186.4398,202.8829,13.79386837,
1,37236U,77087D,24299.84709,0.0000188,00000-0,18089-2,0,9992
2,37236,82.9693,239.9287,32366,183.4698,233.8845,13.79390955,
1,37237U,10065A,24298.73458,-0.00000128,00000-0,00000-0,0,9997
2,37237,4.1069,80.3033,2793,160.1459,216.3398,1.00272319,870
1,37238U,10065B,24298.87064,-0.0000001,00000-0,00000-0,0,9992
2,37238,0.0127,233.9926,2659,347.1167,192.1006,1.00270956,47213
1,37238U,10065B,24299.07319,-0.00000008,00000-0,00000+0,0,9993
2,37238,0.0182,211.0919,3026,11.1278,264.0792,1.00266014,50904
1,37241U,88089D,24298.84561,0.00002551,00000-0,10643-2,0,9992
2,37241,98.9211,90.3572,23215,146.3929,213.8728,14.26995315,
1,37241U,88089D,24299.68701,0.0000273,00000-0,11375-2,0,9996
2,37241,98.9208,91.215,23221,143.9908,216.2841,14.27000258,
1,37242U,88089E,24298.88052,0.0001136,00000-0,47564-2,0,9992
2,37242,98.4705,279.408,16634,67.7014,292.5928,14.26084905,
1,37253U,10066K,24298.81561,0.00025284,00000-0,20677-2,0,9992
2,37253,34.4956,209.9196,4110705,38.3324,344.7819,7.212104843,
1,37253U,10066K,24299.78579,0.00024923,00000-0,20345-2,0,9995
2,37253,34.4953,208.365,4110527,40.5898,343.7964,7.212603643,
1,37256U,10068A,24299.86622,-0.00000198,00000-0,00000+0,0,9996
2,37256,48.6416,279.2213,39341,218.2626,316.1572,1.00261225,50770
1,37258U,10069A,24299.56266,0.00000056,00000-0,00000+0,0,9991
2,37258,0.0795,289.2795,1350,307.3186,9.4737,1.00274349,50800
1,37259U,10069B,24298.70425,0.00000013,00000-0,00000-0,0,9997
2,37259,23.952,116.2991,6155351,346.8835,210.1081,2.216304651,
1,37264U,10070A,24298.41117,-0.00000224,00000-0,00000-0,0,9997
2,37264,0.0586,94.8202,4833,102.3166,314.2134,1.002711,47163
1,37264U,10070A,24299.55372,-0.00000222,00000-0,00000+0,0,9998
2,37264,0.0607,94.8476,4798,102.9644,5.9786,1.00270936,50658
1,37265U,10070B,24298.66437,-0.0000037,00000-0,00000-0,0,9995
2,37265,0.0417,42.7304,2331,307.075,38.9311,1.00268826,50742
1,37265U,10070B,24299.72695,-0.00000368,00000-0,00000+0,0,9991
2,37265,0.0415,50.0459,2134,305.1462,57.1292,1.00273136,50676
1,37266U,10070C,24298.69895,0.00002145,00000-0,79980-3,0,9992
2,37266,3.3724,143.6863,7070085,332.5104,3.4951,2.538208281,
1,37312U,93036BKC,24298.86204,0.00005189,00000-0,15313-2,0,9991
2,37312,74.0325,255.4928,16479,102.0785,258.2219,14.43711514,
1,37316U,93036BKG,24299.79343,0.00029855,00000-0,46986-2,0,9999
2,37316,74.0267,119.5608,46349,302.4291,57.2401,14.71651099,
1,37344U,11001A,24298.55965,-0.00000035,00000-0,00000-0,0,9995
2,37344,8.3116,60.3667,3854,36.4445,135.9757,1.00245836,50467
1,37344U,11001A,24299.6319,-0.00000034,00000-0,00000+0,0,9996
2,37344,8.3141,60.3571,3875,35.8571,163.5408,1.00246104,50453
1,37345U,11001B,24298.83036,-0.00000318,00000-0,00000-0,0,9993
2,37345,9.0889,47.482,154634,55.5995,299.9788,1.0280177,54225
1,37347U,11001D,24298.78318,0.00082429,62632-5,24440-2,0,9994
2,37347,50.3174,76.4355,1442084,129.2691,244.5279,12.61979919,
1,37347U,11001D,24299.81253,0.00080856,62210-5,23958-2,0,9998
2,37347,50.3173,73.0464,1441419,132.0214,241.2737,12.62138071,
1,37363U,11005B,24298.85974,0.00031571,00000-0,61424-3,0,9993
2,37363,99.3692,256.5262,218165,88.3604,274.2603,15.2572577,
1,37363U,11005B,24299.84345,0.00031613,00000-0,61435-3,0,9992
2,37363,99.369,257.758,217959,85.0935,277.5142,15.25788448,
1,37372U,11009A,24299.64971,-0.00000052,00000-0,00000+0,0,9990
2,37372,65.724,334.6707,9266,322.7437,212.7606,2.129115231,
1,37373U,11009B,24299.59817,-0.00000068,00000-0,00000+0,0,9994
2,37373,65.9566,342.6827,70107,91.4841,284.4061,2.085824101,
1,37380U,10062M,24298.81444,0.00003875,00000-0,48775-3,0,9993
2,37380,71.9751,44.2675,14958,170.3424,189.8031,14.82544826,
1,37380U,10062M,24299.82657,0.00003742,00000-0,47114-3,0,9993
2,37380,71.9752,42.015,14877,168.3299,191.8213,14.82552126,
1,37384U,11013A,24298.72485,-0.00000191,00000-0,00000-0,0,9995
2,37384,61.5486,45.867,32196,177.9724,178.6555,1.00276394,49636
1,37384U,11013A,24299.7417,-0.00000192,00000-0,00000+0,0,9998
2,37384,61.5498,45.8574,32205,178.114,185.5949,1.00276232,49666
1,37387U,11015A,24298.79922,0.00000483,00000-0,23924-3,0,9993
2,37387,98.5629,0.8597,5283,99.3077,260.8698,14.21692425,
1,37387U,11015A,24298.79922,0.00000483,00000-0,23924-3,0,9993
2,37387,98.5629,0.8597,5283,99.3077,260.8698,14.21692425,
1,37387U,11015A,24299.503,0.00000511,00000-0,25176-3,0,9993
2,37387,98.5628,1.5426,5285,97.655,262.5228,14.21693242,
1,37387U,11015A,24299.8549,0.00000483,00000-0,23941-3,0,9991
2,37387,98.5628,1.884,5281,96.8227,263.3552,14.21693533,
1,37388U,11015B,24298.85255,0.00000711,00000-0,32052-3,0,9999
2,37388,98.3087,291.5104,13655,309.2103,123.095,14.2510625,
1,37388U,11015B,24299.56239,0.00000755,00000-0,33916-3,0,9995
2,37388,98.3087,292.1827,13620,306.9997,164.9733,14.25107548,
1,37389U,11015C,24298.83746,0.00000509,00000-0,23524-3,0,9990
2,37389,98.3001,295.733,13154,310.0312,49.9714,14.24840924,
1,37389U,11015C,24299.5397,0.00000522,00000-0,24112-3,0,9991
2,37389,98.3002,296.3971,13125,307.7878,52.2113,14.24841769,
1,37389U,11015C,24299.89081,0.00000513,00000-0,23717-3,0,9999
2,37389,98.3001,296.7292,13115,306.6996,53.2979,14.24842146,
1,37390U,11015D,24298.8943,0.00000547,00000-0,23751-3,0,9999
2,37390,98.4252,255.7511,17123,237.9907,132.6276,14.27945169,
1,37390U,11015D,24299.88463,0.00000582,00000-0,25155-3,0,9999
2,37390,98.4253,256.7066,17143,234.8405,183.7796,14.2794657,
1,37392U,11016A,24298.77411,0.00000148,00000-0,00000-0,0,9992
2,37392,0.2463,90.6601,3280,135.1533,119.3395,1.00272462,47261
1,37392U,11016A,24299.71044,0.0000015,00000-0,00000+0,0,9998
2,37392,0.2487,90.6455,3275,136.0465,96.4686,1.00273032,49503
1,37393U,11016B,24298.71346,0.00000093,00000-0,00000-0,0,9995
2,37393,0.0176,240.5822,2388,7.9432,94.4386,1.00269511,36389
1,37398U,11018A,24298.21025,0.00000653,00000-0,00000-0,0,9996
2,37398,62.1704,167.2917,7243077,258.9999,19.2259,2.0068275,98708
1,37400U,99025EFS,24299.87854,0.00001173,00000-0,89303-3,0,9990
2,37400,98.8837,166.9369,404413,136.5625,226.8143,13.62739975,
1,37404U,99025EFW,24299.79434,0.00005232,00000-0,20524-2,0,9994
2,37404,98.456,308.1211,44714,304.1499,230.0553,14.29229916,
1,37421U,99025EGP,24299.73309,0.00001648,00000-0,18942-2,0,9990
2,37421,98.8439,298.8356,410005,44.1395,319.1698,13.3988641,
1,37432U,99025EHA,24299.79777,0.00008327,00000-0,17570-2,0,9991
2,37432,98.2112,317.2138,195812,118.8654,243.2346,14.48280527,
1,37461U,99025EJF,24299.53813,0.00002348,00000-0,43531-2,0,9991
2,37461,99.8699,231.3838,663158,152.7695,210.9862,12.77009617,
1,37481U,11019A,24298.87064,-0.0000001,00000-0,00000-0,0,9992
2,37481,3.2513,50.2956,1987,173.136,189.4776,1.00272175,49383
1,37481U,11019A,24299.57395,-0.00000008,00000-0,00000+0,0,9993
2,37481,3.2527,50.3041,2001,174.9672,81.5258,1.002722,49327
1,37491U,93036BLU,24299.59076,0.00006802,00000-0,50697-2,0,9992
2,37491,73.9067,245.7232,322929,316.5252,41.0807,13.73112819,
1,37499U,93036BMC,24299.89788,0.00001109,00000-0,40721-3,0,9990
2,37499,74.0394,357.655,27763,179.5481,180.5701,14.33716115,
1,37528U,93036BNH,24299.92731,0.00004013,00000-0,10796-2,0,9999
2,37528,74.039,176.7042,19803,66.7572,293.567,14.4821759,
1,37538U,93036BNT,24299.7649,0.00069998,00000-0,62908-2,0,9997
2,37538,74.0036,313.1346,18715,199.0074,161.0414,14.95170279,
1,37547U,93036BPC,24299.68007,0.00143092,00000-0,84028-2,0,9990
2,37547,74.0149,280.7558,10767,198.1776,161.9033,15.10934139,
1,37567U,10038C,24299.81065,0.00019654,00000-0,22659-2,0,9999
2,37567,97.7356,130.9387,108348,56.59,315.4709,14.81499759,
1,37570U,10038F,24298.67699,0.00013337,00000-0,21573-2,0,9991
2,37570,97.8921,17.0951,143651,347.0254,12.7268,14.64724924,
1,37570U,10038F,24298.67699,0.00013337,00000-0,21573-2,0,9991
2,37570,97.8921,17.0951,143651,347.0254,12.7268,14.64724924,
1,37602U,11021A,24298.76203,-0.00000287,00000-0,00000-0,0,9993
2,37602,0.0281,266.7431,1293,15.9279,322.3069,1.00269536,49817
1,37604U,11021C,24298.72964,0.00012863,00000-0,16793-2,0,9996
2,37604,49.369,49.0175,5914074,112.534,318.3153,4.191526002,
1,37604U,11021C,24299.68364,0.00012292,00000-0,16027-2,0,9995
2,37604,49.3697,48.4596,5913944,113.0124,317.8938,4.191757952,
1,37605U,11022A,24299.54633,0.00000079,00000-0,00000+0,0,9995
2,37605,0.5737,89.3327,8139,160.3803,36.4778,1.00271379,49221
1,37606U,11022B,24298.86359,-0.0000022,00000-0,00000-0,0,9993
2,37606,0.0146,188.6618,2054,77.1785,166.8369,1.00272459,49258
1,37607U,11022C,24298.6091,0.00008723,00000-0,12672-2,0,9993
2,37607,2.3977,271.997,6146539,20.9031,355.9809,3.840272362,
1,37607U,11022C,24299.3901,0.00008106,00000-0,11755-2,0,9995
2,37607,2.3958,271.353,6146428,22.1662,355.7314,3.840402792,
1,37619U,90081DF,24299.68402,0.00000948,00000-0,58690-3,0,9999
2,37619,98.8256,274.799,9725,224.3263,135.7128,14.07615619,
1,37622U,90081DJ,24298.57355,0.00006818,00000-0,19901-2,0,9999
2,37622,98.3676,333.5391,33917,357.4069,155.7358,14.44045562,
1,37637U,78026HY,24289.58717,0.00001916,00000-0,14072-2,0,9991
2,37637,98.9037,242.6439,75183,93.9457,267.0304,13.95527327,
1,37652U,78026JP,24299.63124,0.00003414,00000-0,16374-2,0,9994
