1,2,3,4,5,6,7,8,9
2,42649,99.8318,177.2448,34934,251.6069,108.1258,13.38988581,
1,42662U,17018A,24298.65762,-0.0000036,00000-0,00000-0,0,9995
2,42662,0.0543,81.9656,8423,155.391,143.4415,1.00267379,27703
1,42662U,17018A,24299.86834,-0.00000358,00000-0,00000+0,0,9999
2,42662,0.0542,81.2886,7935,156.4703,220.1067,1.00272909,27733
1,42663U,17018B,24299.29279,0.00010392,00000-0,13538-2,0,9992
2,42663,20.6963,19.0673,6957549,296.2829,9.9768,2.71416479,61544
1,42668U,68012G,24299.86241,0.00212407,00000-0,54177-1,0,9991
2,42668,89.9877,267.7366,65536,75.0116,285.8332,14.47870925,
1,42669U,91050T,24298.70277,0.00054923,00000-0,88548-2,0,9999
2,42669,98.5751,286.2,21216,123.6022,236.7211,14.71029396,
1,42676U,16029B,24298.04941,0.00003746,00000-0,11129-2,0,9993
2,42676,98.0832,157.4224,243001,90.6789,272.2242,14.28003432,
1,42678U,16049C,24299.79464,0.00000738,00000-0,21815-3,0,9995
2,42678,98.3342,310.7454,9072,23.2502,336.9098,14.46243222,
1,42691U,17023A,24298.85862,-0.0000037,00000-0,00000-0,0,9995
2,42691,0.0357,357.2712,2198,230.4322,231.0619,1.00270179,27369
1,42691U,17023A,24299.61379,-0.00000368,00000-0,00000+0,0,9998
2,42691,0.0367,1.4957,2213,227.523,142.3464,1.00269739,27432
1,42692U,17023B,24298.11617,-0.00000258,00000-0,00000+0,0,9998
2,42692,0.0067,109.8031,3018,125.7123,124.4561,1.00268862,27424
1,42692U,17023B,24298.11617,-0.00000257,00000-0,00000-0,0,9998
2,42692,0.0067,109.8031,3018,125.7123,124.4561,1.00268862,27389
1,42693U,17023C,24298.4621,0.00006524,00000-0,17054-2,0,9999
2,42693,4.0387,296.249,7184635,326.9288,3.8134,2.4032725,63544
1,42693U,17023C,24299.29417,0.00006582,00000-0,17047-2,0,9994
2,42693,4.0353,295.906,7184740,327.635,3.7221,2.40338119,63543
1,42694U,17023D,24298.53138,0.00005223,00000-0,64795-2,0,9996
2,42694,3.7613,40.6516,5567904,117.9172,308.5656,4.55053815,88738
1,42694U,17023D,24298.53138,0.00005223,00000-0,64795-2,0,9996
2,42694,3.7613,40.6516,5567904,117.9172,308.5656,4.55053815,88761
1,42695U,17024A,24299.72341,-0.00000293,00000-0,00000+0,0,9996
2,42695,0.0405,258.2587,2041,304.6702,189.394,1.00275281,27428
1,42698U,17025A,24299.72133,0.0000007,00000-0,00000+0,0,9996
2,42698,0.0147,235.5299,168,42.58,72.6462,1.00267552,27253
1,42709U,17026A,24298.67737,0.00000052,00000-0,00000-0,0,9990
2,42709,0.0433,46.2262,1069,177.244,284.8178,1.00274484,1422
1,42719U,17027A,24299.17084,0.00000654,00000-0,85341-2,0,9997
2,42719,63.2601,327.622,7236258,271.2489,14.5852,2.01048099,54345
1,42738U,17028A,24299.72982,-0.00000251,00000-0,00000+0,0,9994
2,42738,40.3701,251.8829,743262,270.8968,272.6432,1.00249375,27118
1,42739U,17028B,24299.24849,0.00003811,00000-0,21868-2,0,9999
2,42739,32.1042,34.4617,7177173,234.8527,36.1196,2.38963502,62976
1,42740U,17029A,24298.76055,-0.00000273,00000-0,00000-0,0,9994
2,42740,0.0134,262.7662,359,9.7247,325.0596,1.0027199,27170
1,42740U,17029A,24298.76055,-0.00000273,00000-0,00000+0,0,9993
2,42740,0.0134,262.7662,359,9.7247,325.0596,1.0027199,27158
1,42741U,17029B,24298.66573,-0.00000014,00000-0,00000-0,0,9995
2,42741,0.0098,212.5862,177,81.2582,151.3829,1.00270854,27706
1,42741U,17029B,24299.65766,-0.00000012,00000-0,00000+0,0,9992
2,42741,0.0093,210.0392,338,116.4584,116.8024,1.00271518,27705
1,42742U,17029C,24298.47014,0.00003482,00000-0,17500-2,0,9992
2,42742,6.3442,27.8257,7224081,240.765,30.0523,2.33545559,62179
1,42743U,17029D,24298.67564,0.00035248,00000-0,10508-1,0,9995
2,42743,6.0207,236.3171,6640600,187.8178,151.5693,3.11161794,69055
1,42743U,17029D,24299.636,0.00028946,00000-0,85550-2,0,9994
2,42743,6.0186,235.7254,6640427,188.9785,147.4585,3.11225267,69060
1,42749U,17032A,24298.84147,0.00000055,00000-0,00000-0,0,9998
2,42749,2.3203,323.9129,2547,239.6116,143.401,1.00270677,27083
1,42749U,17032A,24299.70593,0.00000056,00000-0,00000+0,0,9994
2,42749,2.3189,323.9368,2522,240.4395,94.6031,1.00271055,27118
1,42758U,17034A,24298.83096,0.00018536,00000-0,89945-3,0,9997
2,42758,43.0143,275.6979,12728,244.9216,115.0311,15.18113238,
1,42758U,17034A,24299.81786,0.00017892,00000-0,86777-3,0,9997
2,42758,43.014,270.2056,12754,250.3345,109.6127,15.18149037,
1,42759U,17034B,24298.81706,0.00047245,00000-0,12914-2,0,9993
2,42759,43.0145,210.0599,12345,157.3582,202.782,15.36575924,
1,42759U,17034B,24299.79207,0.00042538,00000-0,11610-2,0,9996
2,42759,43.0144,204.4781,12523,164.1443,195.9807,15.36660639,
1,42760U,17034C,24298.8536,0.00058379,00000-0,13659-2,0,9996
2,42760,43.0046,190.9317,16494,181.3856,178.6957,15.41179563,
1,42760U,17034C,24299.82569,0.00055669,00000-0,12982-2,0,9998
2,42760,43.0045,185.3278,16782,188.2387,171.8196,15.41291534,
1,42761U,17034D,24298.87075,0.00045787,00000-0,12449-2,0,9994
2,42761,43.018,207.9783,12870,167.6347,192.4827,15.36746756,
1,42761U,17034D,24299.84565,0.00041181,00000-0,11180-2,0,9998
2,42761,43.018,202.3961,13091,174.2444,185.8564,15.36830493,
1,42763U,17035A,24298.54088,-0.00000078,00000-0,00000-0,0,9997
2,42763,3.4325,82.6648,1263,200.9707,208.2146,0.99778897,27660
1,42767U,17036C,24299.81332,0.00012041,00000-0,57238-3,0,9996
2,42767,97.4219,357.0833,4654,247.5333,112.5409,15.19340413,
1,42769U,17036E,24298.84381,0.00059179,00000-0,92009-3,0,9996
2,42769,97.117,316.4299,9462,115.6446,244.5787,15.53694071,
1,42769U,17036E,24299.55225,0.00050792,00000-0,78841-3,0,9993
2,42769,97.1169,317.1338,9450,113.3652,246.8597,15.53774937,
1,42794U,17036AF,24298.89371,0.0001791,00000-0,11471-2,0,9997
2,42794,97.492,276.3134,106170,67.3902,293.8513,15.03974989,
1,42794U,17036AF,24298.89371,0.0001791,00000-0,11471-2,0,9997
2,42794,97.492,276.3134,106170,67.3902,293.8513,15.03974989,
1,42801U,17038A,24298.84702,0.00000004,00000-0,00000-0,0,9999
2,42801,0.0329,99.8758,2797,119.8397,120.8676,1.00270773,26814
1,42801U,17038A,24299.70427,0.00000005,00000-0,00000+0,0,9998
2,42801,0.0358,97.7685,2819,123.3801,68.8881,1.00270952,26893
1,42803U,17039A,24298.81249,0.0000093,00000-0,32477-3,0,9994
2,42803,86.4028,213.0142,1913,88.8517,271.2898,14.3422654,
1,42804U,17039B,24298.85397,0.0000086,00000-0,29985-3,0,9991
2,42804,86.3964,244.4588,2388,86.7206,273.4263,14.34220021,
1,42804U,17039B,24298.85397,0.0000086,00000-0,29985-3,0,9991
2,42804,86.3964,244.4588,2388,86.7206,273.4263,14.34220021,
1,42805U,17039C,24298.80615,0.00000922,00000-0,32210-3,0,9999
2,42805,86.4015,212.8773,2180,76.8011,283.3428,14.34225765,
1,42806U,17039D,24298.78284,0.00001213,00000-0,35460-3,0,9995
2,42806,86.4555,212.931,2327,85.8071,274.3396,14.43272333,
1,42806U,17039D,24299.82281,0.00001265,00000-0,37017-3,0,9992
2,42806,86.4555,212.497,2333,86.2149,273.9319,14.43275031,
1,42807U,17039E,24299.86243,0.00000543,00000-0,18683-3,0,9995
2,42807,86.3968,244.0377,2179,80.3162,279.8279,14.34213408,
1,42808U,17039F,24298.83494,0.00000107,00000-0,31111-4,0,9995
2,42808,86.3963,244.4307,2345,85.3711,274.7753,14.34220664,
1,42808U,17039F,24298.83494,0.00000107,00000-0,31111-4,0,9995
2,42808,86.3963,244.4307,2345,85.3711,274.7753,14.34220664,
1,42808U,17039F,24299.88146,0.00000474,00000-0,16213-3,0,9997
2,42808,86.3967,243.9936,2320,87.2096,272.9366,14.34222802,
1,42809U,17039G,24299.83707,0.00000107,00000-0,31237-4,0,9990
2,42809,86.3966,244.0533,2332,91.9843,268.162,14.34214851,
1,42810U,17039H,24298.71666,0.00001099,00000-0,32080-3,0,9995
2,42810,86.4556,181.3528,2514,73.3548,286.7929,14.4327629,
1,42810U,17039H,24299.75662,0.00001483,00000-0,43489-3,0,9993
2,42810,86.4555,180.9188,2509,74.0271,286.1206,14.43279719,
1,42811U,17039J,24298.85104,0.00000516,00000-0,17723-3,0,9994
2,42811,86.3916,276.0044,2473,90.1983,269.9496,14.3422215,
1,42811U,17039J,24299.68826,0.00000487,00000-0,16680-3,0,9997
2,42811,86.3917,275.654,2456,89.781,270.3667,14.34222686,
1,42812U,17039K,24298.87934,0.0000066,00000-0,22853-3,0,9994
2,42812,86.3966,244.4767,2105,86.0168,274.1268,14.34225006,
1,42812U,17039K,24298.87934,0.0000066,00000-0,22853-3,0,9994
2,42812,86.3966,244.4767,2105,86.0168,274.1268,14.34225006,
1,42814U,17040A,24298.77411,0.00000144,00000-0,00000-0,0,9996
2,42814,0.053,46.9062,589,199.339,105.0964,1.00272415,26782
1,42814U,17040A,24299.69633,0.00000146,00000-0,00000+0,0,9993
2,42814,0.0532,48.033,592,201.4786,74.7421,1.0027298,26847
1,42815U,17040B,24298.8647,-0.00000266,00000-0,00000-0,0,9997
2,42815,0.0956,84.684,6547,164.9561,188.9135,1.00270609,26767
1,42815U,17040B,24298.8647,-0.00000265,00000-0,00000+0,0,9995
2,42815,0.0956,84.684,6547,164.9561,188.9135,1.00270609,26857
1,42816U,17040C,24298.40901,0.00003968,00000-0,13173-2,0,9994
2,42816,3.229,3.4489,7153961,290.3049,10.123,2.43560501,62423
1,42816U,17040C,24298.40901,0.00003968,00000-0,13173-2,0,9994
2,42816,3.229,3.4489,7153961,290.3049,10.123,2.43560501,62445
1,42817U,17040D,24298.54164,0.00014779,00000-0,65180-2,0,9997
2,42817,2.772,195.4408,5828756,262.9881,31.396,4.24767227,84308
1,42817U,17040D,24298.54164,0.00014779,00000-0,65180-2,0,9997
2,42817,2.772,195.4408,5828756,262.9881,31.396,4.24767227,84274
1,42818U,17041A,24299.69706,-0.00000244,00000-0,00000+0,0,9997
2,42818,0.0434,72.1715,1961,147.9327,30.9347,1.00271346,26793
1,42819U,17041B,24299.53061,0.00001514,00000-0,14362-2,0,9990
2,42819,26.3892,14.7678,7473779,108.8528,339.4429,2.02008869,51145
1,42825U,17042A,24299.86732,0.00008042,00000-0,34926-3,0,9999
2,42825,97.386,205.4175,2305,99.6493,260.5004,15.22565758,
1,42826U,17042B,24298.83809,0.00014876,00000-0,11277-2,0,9995
2,42826,97.4078,115.293,9118,347.6594,12.4406,15.02309379,
1,42826U,17042B,24299.77056,0.00013859,00000-0,10504-2,0,9994
2,42826,97.4077,116.1841,9039,345.0301,15.0656,15.02335239,
1,42827U,17042C,24298.68695,0.00020141,00000-0,13702-2,0,9991
2,42827,97.3894,117.9305,14071,9.7246,350.4252,15.06266902,
1,42827U,17042C,24299.74984,0.00018447,00000-0,12543-2,0,9998
2,42827,97.3891,118.9499,13977,5.9244,354.2147,15.06305574,
1,42828U,17042D,24298.4845,0.00018582,00000-0,13028-2,0,9995
2,42828,97.3799,118.5895,13501,338.6618,21.4044,15.05166943,
1,42828U,17042D,24299.7476,0.00016213,00000-0,11364-2,0,9996
2,42828,97.3792,119.797,13522,333.9379,26.1166,15.0520625,
1,42831U,17042G,24298.83526,0.00006583,00000-0,58440-3,0,9994
2,42831,97.3907,112.4223,12443,7.8153,352.3261,14.96413206,
1,42831U,17042G,24299.83828,0.00006818,00000-0,60487-3,0,9995
2,42831,97.3907,113.3698,12429,4.6924,355.4413,14.96426294,
1,42834U,17042K,24299.74589,0.00009083,00000-0,72927-3,0,9995
2,42834,97.3813,115.6683,9986,342.9876,17.1012,15.00231362,
1,42835U,17042L,24298.57269,0.00007182,00000-0,63232-3,0,9994
2,42835,97.389,112.0527,11768,6.7754,353.3625,14.9671493,
1,42835U,17042L,24299.5755,0.00006568,00000-0,57856-3,0,9993
2,42835,97.3894,113.0006,11744,3.5064,356.6239,14.96727145,
1,42836U,17042M,24299.76258,0.00011212,00000-0,89205-3,0,9995
2,42836,97.3799,115.5037,9321,9.8549,350.2857,15.00528338,
1,42837U,17042N,24298.50655,0.00022242,00000-0,13997-2,0,9998
2,42837,97.3629,121.5014,13049,313.8922,46.1229,15.09132905,
1,42837U,17042N,24299.76632,0.00020547,00000-0,12919-2,0,9991
2,42837,97.3623,122.7105,12952,309.4118,50.5964,15.09183662,
1,42838U,17042P,24299.76168,0.00021812,00000-0,13805-2,0,9993
2,42838,97.3603,122.3671,14610,314.5116,45.4918,15.08910937,
1,42840U,17042R,24298.49565,0.00020323,00000-0,13347-2,0,9996
2,42840,97.3644,121.0301,12670,5.8961,354.2414,15.07585628,
1,42840U,17042R,24299.75672,0.0001879,00000-0,12330-2,0,9995
2,42840,97.3637,122.2377,12607,1.3236,358.8024,15.07633315,
1,42841U,17042S,24298.57496,0.00021024,00000-0,13439-2,0,9991
2,42841,97.3921,123.4903,4810,301.2835,58.7922,15.0863251,
1,42841U,17042S,24298.57496,0.00021024,00000-0,13439-2,0,9991
2,42841,97.3921,123.4903,4810,301.2835,58.7922,15.0863251,
1,42843U,17042U,24299.75008,0.00005451,00000-0,47893-3,0,9998
2,42843,97.3817,114.7656,11062,350.9264,9.1757,14.96903243,
1,42844U,17042V,24299.78418,0.00019125,00000-0,12926-2,0,9992
2,42844,97.3538,121.1615,5823,313.1416,46.9325,15.06586096,
1,42845U,17042W,24298.46048,0.00021928,00000-0,12292-2,0,9993
2,42845,97.3732,124.2784,7290,1.902,358.2238,15.13377542,
1,42845U,17042W,24299.78284,0.00026062,00000-0,14567-2,0,9992
2,42845,97.3731,125.5576,7197,358.5017,1.6192,15.13445845,
1,42847U,17042Y,24299.74314,0.00007935,00000-0,64410-3,0,9992
2,42847,97.3748,118.1898,8541,339.4146,20.6733,14.99859592,
1,42848U,17042Z,24299.75,0.00008592,00000-0,68580-3,0,9992
2,42848,97.3683,119.5704,7383,314.7454,45.3169,15.00487009,
1,42901U,17044B,24298.83491,0.00014874,00000-0,10720-2,0,9993
2,42901,97.3581,351.5214,3207,274.1966,85.8894,15.04246606,
1,42901U,17044B,24298.83491,0.00014874,00000-0,10720-2,0,9993
2,42901,97.3581,351.5214,3207,274.1966,85.8894,15.04246606,
1,42901U,17044B,24299.50011,0.00012905,00000-0,93049-3,0,9998
2,42901,97.3585,352.1545,3172,271.8448,88.2415,15.0426347,
1,42901U,17044B,24299.89923,0.00014218,00000-0,10242-2,0,9994
2,42901,97.3586,352.5345,3150,269.4448,90.6417,15.04276074,
1,42907U,17046A,24298.86508,0.00000129,00000-0,00000-0,0,9995
2,42907,0.0299,108.5591,277,165.9328,115.7234,1.00272666,26374
1,42907U,17046A,24299.56987,0.00000131,00000-0,00000+0,0,9996
2,42907,0.0293,110.2483,229,219.6887,314.6946,1.00270178,26378
1,42909U,17046C,24297.86024,-0.00000165,00000-0,00000-0,0,9993
2,42909,6.9815,74.3311,737289,147.1637,217.6729,0.90332308,23725
1,42909U,17046C,24298.96725,-0.00000159,00000-0,00000+0,0,9992
2,42909,6.9846,74.3203,737355,147.1929,217.655,0.90332306,23716
1,42915U,17047A,24298.84702,-0.00000109,00000-0,00000-0,0,9992
2,42915,3.5527,347.5271,12986,130.9122,208.8424,1.00272305,26329
1,42915U,17047A,24299.70167,-0.00000108,00000-0,00000+0,0,9997
2,42915,3.5522,347.5472,12959,130.7821,157.4689,1.002724,26363
1,42916U,17047B,24298.11903,-0.0000011,00000-0,00000-0,0,9999
2,42916,26.378,291.3084,5797096,130.4221,296.7002,2.06614944,54240
1,42917U,17048A,24298.79974,-0.00000356,00000-0,00000-0,0,9995
2,42917,0.0624,150.5193,2505,66.2811,231.8295,1.00274682,26230
1,42917U,17048A,24299.72912,-0.00000354,00000-0,00000+0,0,9994
2,42917,0.0639,148.1859,2484,68.9903,206.9578,1.00274292,26352
1,42920U,17049A,24298.78197,0.00000833,00000-0,22260-3,0,9996
2,42920,98.2817,14.5495,12993,124.6428,235.5994,14.50805218,
1,42920U,17049A,24299.81648,0.00000908,00000-0,24141-3,0,9998
2,42920,98.2817,15.5675,13017,121.6791,238.5675,14.50807343,
1,42934U,17053A,24299.90959,-0.00000288,00000-0,00000+0,0,9993
2,42934,0.0357,317.1984,3708,297.302,46.7505,1.00271194,26115
1,42935U,17053B,24299.56004,0.00000025,00000-0,00000+0,0,9992
2,42935,22.4999,164.6704,5960793,130.1771,299.4903,2.19137792,56993
1,42936U,17053C,24298.2317,0.00007458,00000-0,11233-2,0,9994
2,42936,49.5408,36.4103,5155427,305.9178,16.5184,5.373939041,
1,42939U,17055A,24298.0022,-0.00000025,00000-0,00000+0,0,9995
2,42939,64.0791,212.3663,7799,237.5495,122.4073,2.13101978,55164
1,42940U,17055B,24297.5165,-0.00000017,00000-0,00000-0,0,9997
2,42940,63.9678,217.035,93205,131.4444,229.3855,2.07652662,53219
1,42942U,17057A,24298.86088,-0.00000367,00000-0,00000-0,0,9999
2,42942,0.0171,253.0733,2225,320.3228,252.4194,1.00270163,25842
1,42943U,17057B,24298.70318,0.00000016,00000-0,00000-0,0,9991
2,42943,22.8128,174.8113,6101123,123.1392,310.2669,2.14921547,55515
1,42944U,17057C,24299.74705,0.00006557,00000-0,13251-2,0,9998
2,42944,49.6844,81.434,5157127,258.7471,41.5909,5.348470781,
1,42945U,17058A,24298.85015,0.00008506,00000-0,72593-3,0,9994
2,42945,34.9976,75.8858,3314,311.8834,48.1589,14.97025602,
1,42945U,17058A,24299.85052,0.00008549,00000-0,72930-3,0,9992
2,42945,34.9975,69.8409,3223,318.3575,41.6885,14.97042705,
1,42946U,17058B,24298.80674,0.00008354,00000-0,71186-3,0,9997
2,42946,34.9974,76.4563,1499,112.1116,247.975,14.97094002,
1,42946U,17058B,24299.54031,0.00008087,00000-0,68903-3,0,9992
2,42946,34.9974,72.0238,1520,120.3638,239.7219,14.9710557,
1,42946U,17058B,24299.80707,0.0000848,00000-0,72222-3,0,9994
2,42946,34.9974,70.4127,1544,121.7504,238.3353,14.97110712,
1,42947U,17058C,24298.80751,0.00009321,00000-0,77732-3,0,9997
2,42947,34.9973,74.5513,6184,353.8928,6.1702,14.9789333,
1,42947U,17058C,24299.54069,0.00009056,00000-0,75508-3,0,9991
2,42947,34.9971,70.1152,6092,0.0451,0.0256,14.97906263,
1,42947U,17058C,24299.8073,0.00009569,00000-0,79753-3,0,9991
2,42947,34.9972,68.5033,6111,2.6716,357.4023,14.97912224,
1,42948U,17058D,24299.48831,0.00004142,00000-0,47790-3,0,9993
2,42948,34.9272,310.0004,62474,186.8552,173.1298,14.83713763,
1,42950U,17059A,24298.85258,-0.00000148,00000-0,00000-0,0,9995
2,42950,0.0183,245.9634,3141,335.9698,100.7543,1.00271781,26048
1,42950U,17059A,24299.86131,-0.00000147,00000-0,00000+0,0,9999
2,42950,0.0159,232.2865,3100,351.6457,102.8738,1.00269389,26038
1,42952U,17059C,24298.47417,0.00002035,00000-0,10642-2,0,9997
2,42952,5.7979,143.1786,7152752,194.9775,120.4686,2.42804734,60234
1,42954U,17060A,24299.86749,0.00003098,00000-0,42294-3,0,9998
2,42954,97.738,351.2496,16358,255.0104,104.9297,14.79225777,
1,42955U,17061A,24298.88276,0.00000133,00000-0,40312-4,0,9991
2,42955,86.3917,276.0941,2159,87.9184,272.2259,14.34220078,
1,42955U,17061A,24299.85952,0.00000108,00000-0,31462-4,0,9990
2,42955,86.3917,275.6849,2140,87.9789,272.1652,14.34220101,
1,42956U,17061B,24298.87642,-0.00000038,00000-0,-20804,0,9997
2,42956,86.3912,276.0296,2271,86.9455,273.2,14.34219655,
1,42956U,17061B,24299.85318,-0.0000004,00000-0,-21269,0,9999
2,42956,86.3911,275.6209,2295,87.0645,273.0813,14.34219969,
1,42957U,17061C,24298.8447,0.0000044,00000-0,15000-3,0,9999
2,42957,86.3915,276.0411,2339,92.8935,267.2528,14.34221926,
1,42957U,17061C,24299.68192,0.00000445,00000-0,15199-3,0,9994
2,42957,86.3917,275.6906,2319,92.3462,267.8,14.34222565,
1,42958U,17061D,24298.87007,0.00000271,00000-0,89669-4,0,9996
2,42958,86.3915,276.0916,2034,90.983,269.1599,14.34221148,
1,42958U,17061D,24299.77706,0.00000253,00000-0,83195-4,0,9990
2,42958,86.3916,275.7117,2006,90.7409,269.4017,14.34221404,
1,42959U,17061E,24299.88489,0.00000686,00000-0,23801-3,0,9998
2,42959,86.3918,275.6592,2470,96.1763,263.9714,14.34220982,
1,42960U,17061F,24299.69461,0.00000199,00000-0,63888-4,0,9992
2,42960,86.3921,275.7566,2571,91.8843,268.2647,14.3422306,
1,42964U,17061K,24298.88911,0.00000189,00000-0,60305-4,0,9998
2,42964,86.3921,276.1838,2493,100.3653,259.7823,14.34218388,
1,42966U,17062B,24298.5343,0.00000187,00000-0,12364-2,0,9994
2,42966,31.3073,169.592,7123531,177.5305,190.3588,2.40949612,60252
1,42967U,17063A,24299.54781,-0.00000096,00000-0,00000+0,0,9996
2,42967,0.0158,304.81,2902,281.352,260.5419,1.00272157,25799
1,42968U,17063B,24298.70449,0.00056938,52628-6,16327-2,0,9993
2,42968,27.9615,0.7049,5940921,106.9144,323.1485,4.21099613,73074
1,42968U,17063B,24299.65364,0.00050375,37166-6,14367-2,0,9991
2,42968,27.9615,359.9411,5940403,108.1673,322.1746,4.2119186,73067
1,42969U,17064A,24298.80706,0.00000338,00000-0,18101-3,0,9994
2,42969,98.7322,236.1003,1279,88.7122,271.42,14.19564883,
1,42970U,17064B,24298.81617,0.00013711,00000-0,52771-3,0,9995
2,42970,98.7019,220.3042,211018,234.2268,123.9178,15.08264601,
1,42970U,17064B,24298.81617,0.00013711,00000-0,52771-3,0,9995
2,42970,98.7019,220.3042,211018,234.2268,123.9178,15.08264601,
1,42984U,17067A,24298.85716,-0.00000366,00000-0,00000-0,0,9995
2,42984,0.0144,284.4732,2199,303.5091,227.5059,1.00270437,25517
1,42986U,17037E,24298.86138,0.00004552,00000-0,43408-3,0,9991
2,42986,97.5456,326.6248,73288,80.4945,280.4548,14.91780362,
1,42986U,17037E,24299.86751,0.00004801,00000-0,45749-3,0,9992
2,42986,97.5455,327.588,73197,77.2283,283.7104,14.91789655,
1,42987U,17068A,24298.8339,0.00036099,00000-0,92982-3,0,9993
2,42987,97.3711,66.2191,21449,111.7083,248.6448,15.38892068,
1,42987U,17068A,24299.87474,0.00031402,00000-0,84332-3,0,9997
2,42987,97.3706,67.2641,17979,120.5512,239.751,15.37707881,
1,42988U,17068B,24298.86003,0.00027253,00000-0,86297-3,0,9990
2,42988,97.3808,64.0777,3748,142.3625,217.788,15.32709957,
1,42988U,17068B,24298.86003,0.00027253,00000-0,86297-3,0,9990
2,42988,97.3808,64.0777,3748,142.3625,217.788,15.32709957,
1,42989U,17068C,24298.86946,0.00026344,00000-0,84842-3,0,9997
2,42989,97.3738,62.4079,7539,188.6799,171.4313,15.32153935,
1,42989U,17068C,24299.8491,0.00026112,00000-0,83968-3,0,9998
2,42989,97.3737,63.3832,7474,185.5739,174.5421,15.32205259,
1,42990U,17068D,24298.8715,0.00024768,00000-0,83301-3,0,9998
2,42990,97.3833,63.461,3109,137.0234,223.1251,15.30790428,
1,42990U,17068D,24299.852,0.00024966,00000-0,83837-3,0,9994
2,42990,97.3834,64.4367,3076,134.4201,225.7292,15.30839249,
1,42991U,17068E,24299.82723,0.00026815,00000-0,86029-3,0,9991
2,42991,97.3831,65.0967,6348,195.6177,164.487,15.32281157,
1,42992U,17068F,24298.85325,0.0002526,00000-0,85056-3,0,9991
2,42992,97.3862,65.0795,1922,197.5432,162.5743,15.30751688,
1,42992U,17068F,24299.83378,0.00024796,00000-0,83375-3,0,9991
2,42992,97.3863,66.0552,1951,192.5849,167.5344,15.30801017,
1,42994U,17068H,24298.84213,0.0014737,00000-0,12841-2,0,9995
2,42994,97.4602,60.7722,7165,253.0577,106.9899,15.68518285,
1,42994U,17068H,24298.84213,0.0014737,00000-0,12841-2,0,9995
2,42994,97.4602,60.7722,7165,253.0577,106.9899,15.68518285,
1,42994U,17068H,24299.86279,0.00143383,00000-0,12355-2,0,9995
2,42994,97.4597,61.8585,7016,250.7591,109.2912,15.68805417,
1,42999U,74011C,24298.54353,0.00021184,00000-0,78576-2,0,9990
2,42999,81.23,239.6203,27174,276.8958,82.9133,14.31896497,
1,43002U,17069B,24299.82952,0.00000015,00000-0,00000+0,0,9999
2,43002,56.1714,82.9499,5278,338.5224,21.4513,1.86230974,47439
1,43005U,17070A,24298.81414,0.00002592,00000-0,37403-3,0,9993
2,43005,97.9437,8.7394,954,107.5508,252.5807,14.77105079,
1,43010U,17072A,24298.86974,0.00000396,00000-0,20969-3,0,9997
2,43010,98.9286,254.3856,1429,9.569,350.5513,14.19468885,
1,43010U,17072A,24299.85658,0.00000421,00000-0,22138-3,0,9992
2,43010,98.9287,255.3803,1376,7.6155,352.5041,14.19469853,
1,43011U,17072B,24298.89648,0.00001196,00000-0,50104-3,0,9992
2,43011,98.9552,290.3481,11238,94.1341,266.1123,14.27964493,
1,43011U,17072B,24298.89648,0.00001196,00000-0,50104-3,0,9992
2,43011,98.9552,290.3481,11238,94.1341,266.1123,14.27964493,
1,43011U,17072B,24299.52711,0.00001297,00000-0,54144-3,0,9992
2,43011,98.9553,290.9945,11243,92.5178,267.7289,14.27966433,
1,43011U,17072B,24299.87745,0.00001342,00000-0,55971-3,0,9997
2,43011,98.9553,291.3536,11247,91.5968,268.6501,14.27967534,
1,43012U,17072C,24298.83683,0.00001795,00000-0,36469-3,0,9993
2,43012,98.5905,16.7842,124277,199.5377,160.1036,14.5771036,
1,43012U,17072C,24299.79781,0.00001885,00000-0,38238-3,0,9992
2,43012,98.5905,17.7761,124319,196.5786,163.133,14.57714334,
1,43013U,17073A,24298.82146,0.00000322,00000-0,17349-3,0,9991
2,43013,98.7165,234.6104,1325,145.4122,214.7141,14.19545094,
1,43013U,17073A,24298.82146,0.00000322,00000-0,17349-3,0,9991
2,43013,98.7165,234.6104,1325,145.4122,214.7141,14.19545094,
1,43013U,17073A,24299.5263,0.0000033,00000-0,17736-3,0,9997
2,43013,98.7166,235.3042,1363,144.1004,216.0264,14.19545583,
1,43013U,17073A,24299.80824,0.00000323,00000-0,17398-3,0,9996
2,43013,98.7166,235.5817,1383,143.4521,216.675,14.1954578,
1,43015U,17073C,24298.64724,0.00054723,00000-0,20334-2,0,9996
2,43015,97.5713,182.5648,143812,174.5969,185.6859,15.18119699,
1,43015U,17073C,24298.64724,0.00054723,00000-0,20334-2,0,9996
2,43015,97.5713,182.5648,143812,174.5969,185.6859,15.18119699,
1,43015U,17073C,24299.63592,0.00044209,00000-0,16412-2,0,9993
2,43015,97.5718,183.5544,143625,171.1945,189.186,15.18216547,
1,43016U,17073D,24298.63662,0.00027152,00000-0,13803-2,0,9996
2,43016,97.5491,174.3072,176069,202.7402,156.5958,15.04268987,
1,43016U,17073D,24298.63662,0.00027152,00000-0,13803-2,0,9996
2,43016,97.5491,174.3072,176069,202.7402,156.5958,15.04268987,
1,43017U,17073E,24298.61948,0.00018445,00000-0,10589-2,0,9997
2,43017,97.5553,169.7112,196606,219.3574,139.3224,14.9762972,
1,43017U,17073E,24298.61948,0.00018445,00000-0,10589-2,0,9997
2,43017,97.5553,169.7112,196606,219.3574,139.3224,14.9762972,
